Datetime,Tweet Id,Text,Username
2021-11-06 23:05:20+00:00,1457121954096365575,My ★★★★★ review of Eternals on Letterboxd https://t.co/QeWJgdXK44,Diegoderivia034
2021-11-06 23:05:04+00:00,1457121885699944456,"Harry Styles.

My ★★★★½ review of Eternals on Letterboxd https://t.co/wNlmgnfG1C",pinhakk
2021-11-06 23:04:17+00:00,1457121690983583752,i saw eternals today and i lit loved it so much im so sad about the poor reviews,goldenkylo
2021-11-06 23:02:25+00:00,1457121219388530694,"My Eternals Review (no spoilers) 
Rate: 8/10
I really enjoyed this movie, it was funny it was heartbreaking and things happened that I didn’t expect. I enjoyed every character.",EmkatlavKaye
2021-11-06 23:01:29+00:00,1457120986902499329,"spoiler free-ish review of the eternals: what we say about cis white males is true, they suck",startline0325
2021-11-06 23:00:32+00:00,1457120747470696449,"#Eternals review. #Movies #FilmTwitter #MCU
https://t.co/kMgqG41en3",MatthewLiedke
2021-11-06 22:59:40+00:00,1457120526913187843,the reviews for Eternals are.... mixed,yuptoni
2021-11-06 22:59:21+00:00,1457120446701314060,"Eternals review:
Man Salma Hayek and Angelina Jolie can still get it. Also post credits.",90FeetToFirst
2021-11-06 22:58:33+00:00,1457120247329267719,"The more reviews and talk I see about Eternals the more I'm glad I didn't spend the money to go see it. 

Fingers crossed for Spider-Man.

So far Shang Chi has been the best Marvel film by far in this new phase.",Theslatones
2021-11-06 22:56:37+00:00,1457119760198606852,"Here is my #Eternals review
-
-
-
-
-
I think I’m hilarious☀️☀️ https://t.co/J5uOimFtJM",poetBthoughts
2021-11-06 22:55:29+00:00,1457119473316597760,"eternals was eh
don’t think it was being review bombed, imo it was pretty deserving",nibblesfnbr
2021-11-06 22:55:16+00:00,1457119420237729794,"Anddddddd #Eternals was great!
Don’t listen to the “critics reviews”
It’s all BS
It was a great setup for a new universe and super enjoyable overall!",TheOGBojangles
2021-11-06 22:54:04+00:00,1457119119761944578,Imma sit and think on it cause I have a lot of thoughts on this but I’ll probably drop a proper review for #Eternals on my Instagram story (link in bio) and maybe here as well tomorrow. Also the post credit scenes and the ending are MAD,6STONES_ART
2021-11-06 22:52:21+00:00,1457118685731045376,"@maguirekevin Twitter became a better place once I learned I could mute all posts that use a certain hashtag. I’m glad they like their movies, but I grew tired of being insulted for not liking them. 

Despite the reviews, I have high hopes for Eternals.",Armaced
2021-11-06 22:52:07+00:00,1457118626071334912,My ★★★★★ review of Eternals on @letterboxd: https://t.co/3suujNpRin,andteofilo
2021-11-06 22:50:21+00:00,1457118181680578561,"(4/5) Eternals will bring strong box office numbers despite lukewarm reviews and 'Encanto' could be Disney animation's biggest hit since Frozen/Frozen 2, if the early hype is to be believed.
Not to mention, November is historically Disney's best month for stock growth.",SeanNyberg
2021-11-06 22:49:16+00:00,1457117912301547530,"Interesting e.g. of M*rk K*rmode's decline as a critic: in his review of Eternals he praises its representation-related box-ticking, then says that *despite* this it feels like it came off a generic production line. Does he really not understand how these things work nowadays?",niall_gooch
2021-11-06 22:49:03+00:00,1457117857955917825,#Eternals was not as bad as some of those reviews were saying,chrystallll
2021-11-06 22:48:29+00:00,1457117712564441088,"Rotten tomatoes’ reviews mean nothing to me, they wouldn’t know a good movie if it hit them in the face🙄 #eternals",Lerr95
2021-11-06 22:46:44+00:00,1457117271214678016,"Today I just watched #Eternals and, honestly, I don't get why the rotten reviews. It's an astonishing visual masterpiece. The designs are gorgeous. The acting was superb. Praise to Gemma Chan's Sersi, Richard Madden's Icaris and Angelina Jolie's Thena
10/10
⭐️⭐️⭐️⭐️⭐️",Eiffel1313
2021-11-06 22:46:23+00:00,1457117187060162562,These Eternals reviews on the tl are looking a little… different,EisakuOtomo
2021-11-06 22:46:15+00:00,1457117153539334154,"Honestly, #Eternals was a good film. A lot of the bad reviews stink of racism and homophobia. A great cast and directing that breaks the tired Marvel mould. Go see it!",ThomasWillett9
2021-11-06 22:45:56+00:00,1457117073398763520,I’m seeing mixed reviews for eternals,IM2GLO
2021-11-06 22:45:43+00:00,1457117017735974919,ok .@BurnettRM  I just wrote and sent in my review for Eternals sir.  Feels good to get it out while it is fresh in the mind still .,tomjrjackson
2021-11-06 22:45:26+00:00,1457116944335876106,"OMG!! just watched the #Eternals, what a movie!!!!!!

Loved every bit of it,  #Thena  &amp; #Makkari stole the show for me!!! - Totally recommend this movie

#EternalsReview @MarvelStudios @TheEternals",IcarTebuka
